doc,start,end,surfaceform,class,link,
42,1477,1487,Schöneberg,Location,http://de.dbpedia.org/resource/Berlin-Sch%C3%B6neberg,
43,220,228,Vodafone,Organisation,http://de.dbpedia.org/resource/Vodafone,
43,436,444,Vodafone,Organisation,http://de.dbpedia.org/resource/Vodafone,
43,1441,1449,Vodafone,Organisation,http://de.dbpedia.org/resource/Vodafone,
43,310,316,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
43,1538,1544,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
43,321,332,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
43,507,513,Urania,Location,http://de.dbpedia.org/resource/Urania_(Berlin),
43,1186,1195,Tempelhof,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tempelhof,
43,1243,1251,Rumänien,Location,http://de.dbpedia.org/resource/Rum%C3%A4nien,
43,1602,1612,Stahnsdorf,Location,http://de.dbpedia.org/resource/Stahnsdorf,
44,265,271,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
44,282,293,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
44,86,89,NPD,Organisation,http://de.dbpedia.org/resource/Nationaldemokratische_Partei_Deutschlands,
44,411,422,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
44,116,123,Berlins,Location,http://de.dbpedia.org/resource/Berlin,
44,726,750,Bildungsministerin Münch,Person,http://de.dbpedia.org/resource/Martina_M%C3%BCnch,
45,111,130,Hans Jürgen Pohmann,Person,http://de.dbpedia.org/resource/Hans-J%C3%BCrgen_Pohmann,
45,182,201,Hans Jürgen Pohmann,Person,http://de.dbpedia.org/resource/Hans-J%C3%BCrgen_Pohmann,
45,311,318,Lisicki,Person,http://de.dbpedia.org/resource/Sabine_Lisicki,
45,578,585,Lisicki,Person,http://de.dbpedia.org/resource/Sabine_Lisicki,
45,501,505,Graf,Person,http://de.dbpedia.org/resource/Steffi_Graf,
45,511,517,Becker,Person,http://de.dbpedia.org/resource/Boris_Becker,
45,542,553,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
46,460,466,Grimma,Location,http://de.dbpedia.org/resource/Grimma,
46,127,138,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
46,1012,1015,BSR,Organisation,http://de.dbpedia.org/resource/BSR,
46,361,384,Berliner Wasserbetriebe,Organisation,http://de.dbpedia.org/resource/Berliner_Wasserbetriebe,
46,449,455,Döbeln,Location,http://de.dbpedia.org/resource/D%C3%B6beln,
47,148,155,Holland,Location,http://de.dbpedia.org/resource/Holland,
47,226,239,Füchse Berlin,Organisation,http://de.dbpedia.org/resource/F%C3%BCchse_Berlin,
47,468,475,3. Liga,Organisation,http://de.dbpedia.org/resource/3._Liga,
47,111,117,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
47,352,379,Rhein-Neckar Löwen,Organisation,http://de.dbpedia.org/resource/Rhein-Neckar_L%C3%B6wen,
47,482,495,SV Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
47,516,533,Borussia Dortmund,Organisation,http://de.dbpedia.org/resource/Borussia_Dortmund,
48,1257,1272,Jüdische Museum,Location,http://de.dbpedia.org/resource/J%C3%BCdisches_Museum_Berlin,
48,1200,1206,Werder,Location,http://de.dbpedia.org/resource/Berlin-Friedrichswerder,
48,1409,1415,Werder,Location,http://de.dbpedia.org/resource/Berlin-Friedrichswerder,
48,1583,1591,Cottbuss,Location,http://de.dbpedia.org/resource/Cottbus,
48,1606,1618,Hells Angels,Organisation,http://de.dbpedia.org/resource/Hells_Angels,
48,1854,1865,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
48,1935,1946,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
48,2188,2199,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
49,288,303,Prenzlauer Berg,Location,http://de.dbpedia.org/resource/Berlin-Prenzlauer_Berg,
49,539,568,Entertainerin Dagmar Frederic,Person,http://de.dbpedia.org/resource/Dagmar_Frederic,
49,574,605,Eiskunstlauf-Star Katarina Witt,Person,http://de.dbpedia.org/resource/Katarina_Witt,
49,617,638,Ronald Mc Donald Haus,Location,http://de.dbpedia.org/resource/McDonald%E2%80%99s_Kinderhilfe,
49,650,669,Carl Thiem Klinikum,Organisation,http://de.dbpedia.org/resource/Carl-Thiem-Klinikum_Cottbus,
49,1030,1043,Berliner Doms,Location,http://de.dbpedia.org/resource/Berliner_Dom,
50,344,349,A 115,Location,http://de.dbpedia.org/resource/Bundesautobahn_115,
50,422,455,Dreieck Nuthetal und Kleinmachnow,Location,http://de.dbpedia.org/resource/Bundesautobahn_115,
50,476,483,Nordsee,Location,http://de.dbpedia.org/resource/Nordsee,
50,916,922,Ostsee,Location,http://de.dbpedia.org/resource/Ostsee,
50,1085,1091,Ostsee,Location,http://de.dbpedia.org/resource/Ostsee,
50,1129,1138,Flensburg,Location,http://de.dbpedia.org/resource/Flensburg,
50,1198,1204,Usedom,Location,http://de.dbpedia.org/resource/Usedom,
51,94,110,Abgeordnetenhaus,Organisation,http://de.dbpedia.org/resource/Abgeordnetenhaus_von_Berlin,
51,410,423,Stadtautobahn,Location,http://de.dbpedia.org/resource/Bundesautobahn_100,
51,460,476,Dreieck Funkturm,Location,http://de.dbpedia.org/resource/Autobahndreieck_Funkturm,
51,697,713,Dreieck Funkturm,Location,http://de.dbpedia.org/resource/Autobahndreieck_Funkturm,
51,1240,1256,Dreieck Funkturm,Location,http://de.dbpedia.org/resource/Autobahndreieck_Funkturm,
51,937,942,Messe,Location,http://de.dbpedia.org/resource/Messe_Berlin,
51,1752,1757,Messe,Location,http://de.dbpedia.org/resource/Messe_Berlin,
51,992,1004,Deutschlands,Location,http://de.dbpedia.org/resource/Deutschland,
51,1306,1314,Halensee,Location,http://de.dbpedia.org/resource/Halensee,
51,572,579,Europas,Location,http://de.dbpedia.org/resource/Europa,
51,1360,1369,Messedamm,Location,http://de.dbpedia.org/resource/U-Bahnhof_Kaiserdamm,
51,1648,1684,Anschlussstelle Kaiserdamm,Location,http://de.dbpedia.org/resource/U-Bahnhof_Kaiserdamm,
51,1430,1456,Anschlussstelle Kaiserdamm,Location,http://de.dbpedia.org/resource/U-Bahnhof_Kaiserdamm,
52,184,187,CIA,Organisation,http://de.dbpedia.org/resource/Central_Intelligence_Agency,
52,811,817,Ostsee,Location,http://de.dbpedia.org/resource/Ostsee,
54,963,974,Burghausens,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,265,278,SV Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,326,349,Karl-Liebknecht-Stadion,Location,http://de.dbpedia.org/resource/Karl-Liebknecht-Stadion,
54,1042,1052,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,975,984,Omodiagbe,Person,http://de.dbpedia.org/resource/Darlington_Omodiagbe,
54,380,397,Wacker Burghausen,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,542,559,Wacker Burghausen,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,505,517,Almedin Civa,Person,http://de.dbpedia.org/resource/Almedin_Civa,
54,467,478,Babelsbergs,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,722,732,Burghausen,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,1378,1388,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,1417,1427,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,867,872,Essig,Person,http://de.dbpedia.org/resource/Almedin_Civa,
54,1239,1251,Almedin Civa,Person,http://de.dbpedia.org/resource/Almedin_Civa,
55,154,162,Mühlberg,Location,http://de.dbpedia.org/resource/M%C3%BChlberg,
55,177,182,Spree,Location,http://de.dbpedia.org/resource/Spree,
55,389,394,Spree,Location,http://de.dbpedia.org/resource/Spree,
55,1841,1846,Spree,Location,http://de.dbpedia.org/resource/Spree,
55,241,250,Spremberg,Location,http://de.dbpedia.org/resource/Spremberg,
55,720,729,Spremberg,Location,http://de.dbpedia.org/resource/Spremberg,
55,1417,1426,Spremberg,Location,http://de.dbpedia.org/resource/Spremberg,
55,883,902,Talsperre Spremberg,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
55,1251,1270,Talsperre Spremberg,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
55,1103,1124,Spremberger Talsperre,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
55,944,951,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,856,863,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1235,1242,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,963,970,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1707,1714,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1448,1455,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1325,1332,Sachsen,Location,http://de.dbpedia.org/resource/Sachsen,
56,102,112,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
56,263,285,Cottbuser Sportzentrum,Location,http://de.dbpedia.org/resource/Max-Reimann-Stadion,
56,352,357,Polen,Location,http://de.dbpedia.org/resource/Polen,
56,359,369,Tschechien,Location,http://de.dbpedia.org/resource/Tschechien,
56,374,384,Frankreich,Location,http://de.dbpedia.org/resource/Frankreich,
56,438,452,Kristina Vogel,Person,http://de.dbpedia.org/resource/Kristina_Vogel,
56,1184,1198,Kristina Vogel,Person,http://de.dbpedia.org/resource/Kristina_Vogel,
56,473,488,Maximilian Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,546,561,Maximilian Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,459,465,Erfurt,Location,http://de.dbpedia.org/resource/Erfurt,
56,1203,1209,Erfurt,Location,http://de.dbpedia.org/resource/Erfurt,
56,263,270,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
56,566,573,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
56,730,743,Max Niederlag,Person,http://de.dbpedia.org/resource/Max_Niederlag,
56,684,690,London,Location,http://de.dbpedia.org/resource/London,
56,1090,1094,Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,783,787,Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,1140,1157,Robert Förstemann,Person,http://de.dbpedia.org/resource/Robert_F%C3%B6rstemann,
56,1122,1128,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
56,1330,1341,RSC Cottbus,Organisation,http://de.dbpedia.org/resource/RSC_Cottbus,
57,65,73,Rollfeld,Location,http://de.dbpedia.org/resource/Rollfeld,
57,78,105,Spandauer Schifffahrtskanal,Location,http://de.dbpedia.org/resource/Berlin-Spandauer_Schifffahrtskanal,
57,594,601,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
57,1620,1632,Neu Fahrland,Location,http://de.dbpedia.org/resource/Neu_Fahrland,
58,260,275,Gendarmen-Markt,Location,http://de.dbpedia.org/resource/Gendarmenmarkt,
58,280,290,Ulli Zelle,Person,http://de.dbpedia.org/resource/Ulli_Zelle,
58,446,455,Falkensee,Location,http://de.dbpedia.org/resource/Falkensee,
58,1480,1489,Falkensee,Location,http://de.dbpedia.org/resource/Falkensee,
58,2378,2387,Falkensee,Location,http://de.dbpedia.org/resource/Falkensee,
58,464,466,B5,Location,http://de.dbpedia.org/resource/B5,
58,1286,1288,B5,Location,http://de.dbpedia.org/resource/B5,
58,1158,1169,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
58,1301,1306,Nauen,Location,http://de.dbpedia.org/resource/Nauen,
58,1311,1317,Berlin,Location,http://de.dbpedia.org/resource/Nauen,
58,1420,1426,Berlin,Location,http://de.dbpedia.org/resource/Nauen,
58,1390,1398,Autobahn,Location,http://de.dbpedia.org/resource/Autobahn,
58,2309,2340,Landkreis Havelland.,Location,http://de.dbpedia.org/resource/Landkreis_Havelland,
58,2108,2132,Infrastrukturministerium,Location,http://de.dbpedia.org/resource/Infrastrukturministerium,
58,2845,2850,aDORO,Organisation,http://de.dbpedia.org/resource/Adoro,
58,3013,3037,Filmorchester Babelsberg,Organisation,http://de.dbpedia.org/resource/Deutsches_Filmorchester_Babelsberg,
58,2941,2945,Nena,Person,http://de.dbpedia.org/resource/Nena,
58,3245,3263,französischen Doms,Location,http://de.dbpedia.org/resource/Franz%C3%B6sischer_Dom,
58,3508,3515,Bristol,Location,http://de.dbpedia.org/resource/Bristol,
58,3373,3380,Italien,Location,http://de.dbpedia.org/resource/Italien,
59,171,175,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
59,361,372,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
59,191,203,Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
60,356,362,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
60,403,409,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
60,435,440,Mitte,Location,http://de.dbpedia.org/resource/Berlin-Mitte,
60,552,569,Architekt Kolhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,625,629,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,824,828,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,2658,2662,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,2872,2876,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,2261,2266,Alexa,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,976,989,Hans Kollhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,484,498,Alexanderplatz,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,1205,1213,Kollhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,2670,2678,Kollhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,2049,2058,Kollhoffs,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,1398,1432,Senatsbaudirektorin Regula Lüscher,Person,http://de.dbpedia.org/resource/Regula_L%C3%BCscher,
60,1563,1580,Park-Inn-Hochhaus,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,871,885,Park Inn-Hotel,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,1763,1770,Lüscher,Person,http://de.dbpedia.org/resource/Regula_L%C3%BCscher,
60,1912,1927,Berliner Verlag,Location,http://de.dbpedia.org/resource/Berliner_Verlag,
60,1668,1685,Park-Inn-Hochhaus,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,2360,2375,Karl-Marx-Allee,Location,http://de.dbpedia.org/resource/Karl-Marx-Allee,
60,2227,2235,Hochhaus,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,2613,2616,CDU,Organisation,http://de.dbpedia.org/resource/Christlich_Demokratische_Union_Deutschlands,
60,2605,2608,SPD,Organisation,http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands,
60,2384,2395,Fernsehturm,Location,http://de.dbpedia.org/resource/Berliner_Fernsehturm,
60,266,272,Gerald,Person,http://de.dbpedia.org/resource/Gerald_Meyer,
61,160,176,Eisenhüttenstadt,Location,http://de.dbpedia.org/resource/Eisenh%C3%BCttenstadt,
61,495,511,Eisenhüttenstadt,Location,http://de.dbpedia.org/resource/Eisenh%C3%BCttenstadt,
61,1628,1644,Eisenhüttenstadt,Location,http://de.dbpedia.org/resource/Eisenh%C3%BCttenstadt,
61,929,935,Tschad,Location,http://de.dbpedia.org/resource/Tschad,
61,2824,2840,Eisenhüttenstadt,Location,http://de.dbpedia.org/resource/Eisenh%C3%BCttenstadt,
61,119,125,Tschad,Location,http://de.dbpedia.org/resource/Tschad,
61,1579,1590,Brandenburg,Location,ttp://dbpedia.org/resource/Brandenburg,
62,4,32,US-Präsident John F. Kennedy,Person,http://de.dbpedia.org/resource/John_F._Kennedy,
62,36,42,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
62,53,70,Willy Brandt Haus,Location,http://de.dbpedia.org/resource/Willy-Brandt-Haus,
62,120,131,Ulrich Mack,Person,http://de.dbpedia.org/resource/Ulrich_Mack,
62,328,339,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
62,1420,1431,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
62,662,692,Verfassungsgericht Brandenburg,Location,http://de.dbpedia.org/resource/Verfassungsgericht_des_Landes_Brandenburg,
62,1387,1394,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
62,1396,1403,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
62,1406,1415,Frankfurt,Location,http://de.dbpedia.org/resource/Frankfurt,
63,176,182,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
63,562,568,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
63,191,206,Kongresszentrum,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,363,366,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,678,681,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,1183,1186,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,1338,1341,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,1599,1602,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,1823,1826,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,2092,2095,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,2482,2485,ICC,Location,http://de.dbpedia.org/resource/Internationales_Congress_Centrum_Berlin,
63,1878,1881,TÜV,Organisation,http://de.dbpedia.org/resource/T%C3%9CV,
63,1651,1654,TÜV,Organisation,http://de.dbpedia.org/resource/T%C3%9CV,
63,2050,2055,Messe,Organisation,http://de.dbpedia.org/resource/Messe_Berlin,
63,1768,1773,Messe,Organisation,http://de.dbpedia.org/resource/Messe_Berlin,
63,2076,2085,City Cube,Location,http://de.dbpedia.org/resource/CityCube_Berlin,
63,1281,1284,CDU,Organisation,http://de.dbpedia.org/resource/Christlich_Demokratische_Union_Deutschlands,
63,1273,1276,SPD,Organisation,http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands,
63,2274,2279,Senat,Organisation,http://de.dbpedia.org/resource/Senat,
64,1348,1355,Londons,Location,http://de.dbpedia.org/resource/London,
64,2234,2240,London,Location,http://de.dbpedia.org/resource/London,
65,374,392,Rathaus Schöneberg,Location,http://de.dbpedia.org/resource/Rathaus_Sch%C3%B6neberg,
65,553,561,Mauerbau,Location,http://de.dbpedia.org/resource/Berliner_Mauer,
66,109,115,Bayern,Location,http://de.dbpedia.org/resource/Bayern,
66,118,125,Sachsen,Location,http://de.dbpedia.org/resource/Sachsen,
66,130,139,Thüringen,Location,http://de.dbpedia.org/resource/Th%C3%BCringen,
66,186,191,Spree,Location,http://de.dbpedia.org/resource/Spree,
66,668,673,Spree,Location,http://de.dbpedia.org/resource/Spree,
66,198,202,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
66,2308,2312,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
66,429,448,Talsperre Spremberg,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
66,767,786,Talsperre Spremberg,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
66,473,482,Spremberg,Location,http://de.dbpedia.org/resource/Spremberg,
66,1093,1108,Bad Liebenwerda,Location,http://de.dbpedia.org/resource/Bad_Liebenwerda,
66,1252,1267,Schwarze Elster,Location,http://de.dbpedia.org/resource/Schwarze_Elster,
66,1765,1780,Schwarze Elster,Location,http://de.dbpedia.org/resource/Schwarze_Elster,
66,998,1014,Schwarzen Elster,Location,http://de.dbpedia.org/resource/Schwarze_Elster,
66,1815,1831,Schwarzen Elster,Location,http://de.dbpedia.org/resource/Schwarze_Elster,
66,804,811,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
66,908,919,Elsterwerda,Location,http://de.dbpedia.org/resource/Elsterwerda,
66,2131,2146,Schwarze Elster,Location,http://de.dbpedia.org/resource/Schwarze_Elster,
66,2444,2459,Schwarze Elster,Location,http://de.dbpedia.org/resource/Schwarze_Elster,
66,1122,1127,Röder,Location,http://de.dbpedia.org/resource/Kleine_R%C3%B6der,
66,1153,1158,Röder,Location,http://de.dbpedia.org/resource/Kleine_R%C3%B6der,
66,573,590,Talsperre Bautzen,Location,http://de.dbpedia.org/resource/Talsperre_Bautzen,
66,923,940,Elbe-Elster-Kreis,Location,http://de.dbpedia.org/resource/Elbe-Elster-Land,
66,1528,1536,Herzberg,Location,http://de.dbpedia.org/resource/Herzberg,
66,1748,1753,Rieke,Location,http://de.dbpedia.org/resource/Rieke,
66,1511,1518,Neudeck,Location,http://de.dbpedia.org/resource/Neudeck,
66,2021,2028,Neudeck,Location,http://de.dbpedia.org/resource/Neudeck,
66,3053,3068,Mühlberger Elbe,Location,http://de.dbpedia.org/resource/M%C3%BChlberg,
66,2621,2641,Mühlberg an der Elbe,Location,http://de.dbpedia.org/resource/M%C3%BChlberg,
66,2260,2264,Oder,Location,http://de.dbpedia.org/resource/Oder,
66,1902,1907,Rieke,Location,http://de.dbpedia.org/resource/Rieke,
67,353,358,Paris,Location,http://de.dbpedia.org/resource/Paris,
67,390,396,Louvre,Location,ttp://de.dbpedia.org/resource/Louvre,
67,405,415,Eiffelturm,Location,http://de.dbpedia.org/resource/Eiffelturm,
67,488,501,Berlin- Mitte,Location,http://de.dbpedia.org/resource/Berlin-Mitte,
67,614,626,Berliner Dom,Location,http://de.dbpedia.org/resource/Berliner_Dom,
68,285,309,Konrad-Adenauer-Stiftung,Organisation,http://de.dbpedia.org/resource/Konrad-Adenauer-Stiftung,
68,358,361,DDR,Location,http://de.dbpedia.org/resource/Deutsche_Demokratische_Republik,
68,621,631,Eberswalde,Location,http://de.dbpedia.org/resource/Eberswalde,
68,1051,1058,Europas,Location,http://de.dbpedia.org/resource/Europa,
69,345,350,Spree,Location,http://de.dbpedia.org/resource/Spree,
69,446,465,Rummelsburger Bucht,Location,http://de.dbpedia.org/resource/Rummelsburger_See,
69,1260,1279,Rummelsburger Bucht,Location,http://de.dbpedia.org/resource/Rummelsburger_See,
70,466,477,Brandenburg,Location,http://dbpedia.org/resource/Brandenburg,
71,545,569,LK Oberspreewald-Lausitz,Location,http://de.dbpedia.org/resource/Landkreis_Oberspreewald-Lausitz,
71,890,910,Bertelsmann Stiftung,Organisation,http://de.dbpedia.org/resource/Bertelsmann_Stiftung,
71,952,963,Brandenburg,Location,http://dbpedia.org/resource/Brandenburg,
71,306,319,Stadtautobahn,Location,http://de.dbpedia.org/resource/Stadtautobahn,
71,787,799,Brandenburgs,Location,http://dbpedia.org/resource/Brandenburg,
71,1081,1087,Bremen,Location,http://dbpedia.org/resource/Bremen,
71,1330,1358,Senatsbau-direktorin Lüscher,Person,http://de.dbpedia.org/resource/Regula_L%C3%BCscher,
71,1387,1396,Regierung,Organisation,http://de.dbpedia.org/resource/Regierung,
71,1435,1444,Parlament,Organisation,http://de.dbpedia.org/resource/Parlament,
71,244,254,Haasenburg,Location,http://de.dbpedia.org/resource/Stadtautobahn,
72,4,22,Fußball-Bundesliga,Organisation,http://de.dbpedia.org/resource/Fu%C3%9Fball-Bundesliga,
72,175,189,Günter Netzter,Person,http://de.dbpedia.org/resource/G%C3%BCnter_Netzer,
72,200,215,Matthias Sammer,Person,http://de.dbpedia.org/resource/Matthias_Sammer,
72,404,410,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
72,830,836,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
72,588,596,O2 World,Location,http://de.dbpedia.org/resource/O2_World_Berlin,
72,477,488,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
72,951,958,o2world,Location,http://de.dbpedia.org/resource/O2_World_Berlin,
72,364,380,Barbra Streisand,Person,http://de.dbpedia.org/resource/Barbra_Streisand,
72,926,943,Barbara Streisand,Person,http://de.dbpedia.org/resource/Barbra_Streisand,
72,1121,1138,Barbara Streisand,Person,http://de.dbpedia.org/resource/Barbra_Streisand,
72,1035,1043,Zimbabwe,Location,http://de.dbpedia.org/resource/Zimbabwe,
72,624,630,Israel,Location,http://de.dbpedia.org/resource/Israel,
72,1060,1067,Florida,Location,http://de.dbpedia.org/resource/Florida,
72,1628,1635,Barbara,Person,http://de.dbpedia.org/resource/Barbra_Streisand,
73,3,19,Eisenhüttenstadt,Location,http://de.dbpedia.org/resource/Eisenh%C3%BCttenstadt,
73,701,709,Teldafax,Organisation,http://de.dbpedia.org/resource/Teldafax,
73,1167,1175,Teldafax,Organisation,http://de.dbpedia.org/resource/Teldafax,
74,44,66,Schloss Charlottenburg,Location,http://de.dbpedia.org/resource/Schloss_Charlottenburg,
74,108,113,Obama,Person,http://de.dbpedia.org/resource/Barack_Obama,
74,278,289,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
74,503,509,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
74,539,550,Cafe Moskau,Location,http://de.dbpedia.org/resource/Caf%C3%A9_Moskau,
74,554,566,Berlin Mitte,Location,http://de.dbpedia.org/resource/Berlin-Mitte,
74,569,617,Bundesarbeitsministerin Ursula von der Leyen,Person,http://de.dbpedia.org/resource/Ursula_von_der_Leyen,
74,623,664,Bundesforschungsministerin Johanna Wanka,Person,http://de.dbpedia.org/resource/Johanna_Wanka,
75,289,295,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
